,Country,Date,Android,iOS
12,Vanuatu,2010-01,0.0,71.43
13,Vanuatu,2010-02,0.0,82.57
14,Vanuatu,2010-03,0.0,64.46
15,Vanuatu,2010-04,0.52,93.26
16,Vanuatu,2010-05,0.0,68.98
17,Vanuatu,2010-06,0.0,84.71
18,Vanuatu,2010-07,0.94,75.63
19,Vanuatu,2010-08,2.01,73.49
20,Vanuatu,2010-09,4.29,56.07
21,Vanuatu,2010-10,1.91,54.31
22,Vanuatu,2010-11,3.3,77.09
23,Vanuatu,2010-12,9.29,60.15
24,Vanuatu,2011-01,3.05,67.5
25,Vanuatu,2011-02,11.62,69.42
26,Vanuatu,2011-03,7.8,59.93
27,Vanuatu,2011-04,7.82,63.3
28,Vanuatu,2011-05,11.62,42.03
29,Vanuatu,2011-06,1.65,22.41
30,Vanuatu,2011-07,5.11,41.7
31,Vanuatu,2011-08,6.51,51.45
32,Vanuatu,2011-09,11.69,33.58
33,Vanuatu,2011-10,13.75,39.83
34,Vanuatu,2011-11,22.15,48.25
35,Vanuatu,2011-12,28.99,59.64
36,Vanuatu,2012-01,23.82,63.46
37,Vanuatu,2012-02,15.77,76.35
38,Vanuatu,2012-03,18.71,62.09
39,Vanuatu,2012-04,30.89,42.25
40,Vanuatu,2012-05,31.4,55.0
41,Vanuatu,2012-06,24.12,61.47
42,Vanuatu,2012-07,27.1,39.85
43,Vanuatu,2012-08,35.59,26.01
44,Vanuatu,2012-09,34.68,32.1
45,Vanuatu,2012-10,39.07,42.22
46,Vanuatu,2012-11,38.06,37.36
47,Vanuatu,2012-12,38.75,46.37
48,Vanuatu,2013-01,33.06,29.98
49,Vanuatu,2013-02,28.01,9.2
50,Vanuatu,2013-03,29.08,26.73
51,Vanuatu,2013-04,25.98,13.09
52,Vanuatu,2013-05,24.97,13.16
53,Vanuatu,2013-06,37.95,19.36
54,Vanuatu,2013-07,48.45,24.25
55,Vanuatu,2013-08,49.73,22.58
56,Vanuatu,2013-09,54.54,23.95
57,Vanuatu,2013-10,68.7,18.23
58,Vanuatu,2013-11,53.51,26.94
59,Vanuatu,2013-12,59.55,22.3
60,Vanuatu,2014-01,64.09,21.22
61,Vanuatu,2014-02,71.2,12.53
62,Vanuatu,2014-03,61.79,27.44
63,Vanuatu,2014-04,68.0,22.18
64,Vanuatu,2014-05,73.21,18.67
65,Vanuatu,2014-06,70.24,20.08
66,Vanuatu,2014-07,64.15,29.65
67,Vanuatu,2014-08,57.43,26.61
68,Vanuatu,2014-09,72.05,18.64
69,Vanuatu,2014-10,72.87,20.83
70,Vanuatu,2014-11,68.33,20.4
71,Vanuatu,2014-12,70.3,20.4
72,Vanuatu,2015-01,67.89,21.06
73,Vanuatu,2015-02,73.43,15.61
74,Vanuatu,2015-03,75.84,16.61
75,Vanuatu,2015-04,75.31,14.89
76,Vanuatu,2015-05,73.72,15.86
77,Vanuatu,2015-06,78.89,12.7
78,Vanuatu,2015-07,74.86,12.83
79,Vanuatu,2015-08,69.32,11.25
80,Vanuatu,2015-09,63.88,11.17
81,Vanuatu,2015-10,62.1,12.09
82,Vanuatu,2015-11,61.21,11.72
83,Vanuatu,2015-12,68.01,13.47
84,Vanuatu,2016-01,73.21,12.18
85,Vanuatu,2016-02,73.97,9.2
86,Vanuatu,2016-03,68.99,7.53
87,Vanuatu,2016-04,64.19,8.11
88,Vanuatu,2016-05,74.65,6.02
89,Vanuatu,2016-06,78.23,8.38
90,Vanuatu,2016-07,76.74,10.88
91,Vanuatu,2016-08,82.75,9.1
92,Vanuatu,2016-09,80.16,8.72
93,Vanuatu,2016-10,79.28,12.57
94,Vanuatu,2016-11,79.25,14.33
95,Vanuatu,2016-12,84.4,9.57
96,Vanuatu,2017-01,81.11,12.7
97,Vanuatu,2017-02,87.54,7.32
98,Vanuatu,2017-03,84.76,8.83
99,Vanuatu,2017-04,79.58,12.96
100,Vanuatu,2017-05,84.63,11.01
101,Vanuatu,2017-06,74.62,9.98
102,Vanuatu,2017-07,82.89,13.87
103,Vanuatu,2017-08,80.54,10.86
104,Vanuatu,2017-09,84.52,11.18
105,Vanuatu,2017-10,71.06,25.49
106,Vanuatu,2017-11,73.58,24.23
107,Vanuatu,2017-12,74.48,12.66
108,Vanuatu,2018-01,82.95,15.27
109,Vanuatu,2018-02,86.18,13.2
110,Vanuatu,2018-03,89.75,8.83
111,Vanuatu,2018-04,89.34,9.39
112,Vanuatu,2018-05,92.19,7.06
113,Vanuatu,2018-06,91.33,8.07
114,Vanuatu,2018-07,91.18,8.69
115,Vanuatu,2018-08,87.2,12.55
116,Vanuatu,2018-09,87.45,12.32
117,Vanuatu,2018-10,87.29,12.52
118,Vanuatu,2018-11,87.2,12.37
119,Vanuatu,2018-12,83.86,15.38
120,Vanuatu,2019-01,88.55,11.3
121,Vanuatu,2019-02,86.75,13.03
122,Vanuatu,2019-03,90.33,9.4
123,Vanuatu,2019-04,91.85,8.01
124,Vanuatu,2019-05,90.41,9.1
125,Vanuatu,2019-06,89.08,10.64
126,Vanuatu,2019-07,90.22,9.7
127,Vanuatu,2019-08,89.14,10.78
128,Vanuatu,2019-09,90.2,9.64
129,Vanuatu,2019-10,88.68,11.21
130,Vanuatu,2019-11,88.0,11.92
131,Vanuatu,2019-12,89.36,10.52
132,Vanuatu,2020-01,85.58,14.34
133,Vanuatu,2020-02,86.5,13.38
134,Vanuatu,2020-03,87.56,12.32
135,Vanuatu,2020-04,88.24,11.71
136,Vanuatu,2020-05,85.74,12.39
137,Vanuatu,2020-06,78.6,13.99
138,Vanuatu,2020-07,81.94,15.9
139,Vanuatu,2020-08,82.4,17.56
140,Vanuatu,2020-09,85.21,14.74
141,Vanuatu,2020-10,86.13,13.81
142,Vanuatu,2020-11,88.49,11.46
143,Vanuatu,2020-12,87.15,12.78
144,Vanuatu,2021-01,85.8,14.19
145,Vanuatu,2021-02,86.2,13.78
146,Vanuatu,2021-03,86.47,13.45
147,Vanuatu,2021-04,87.88,12.03
148,Vanuatu,2021-05,90.03,9.89
149,Vanuatu,2021-06,87.34,12.56
150,Vanuatu,2021-07,86.3,13.6
151,Vanuatu,2021-08,89.68,10.27
152,Vanuatu,2021-09,94.49,5.48
153,Vanuatu,2021-10,95.78,4.08
154,Vanuatu,2021-11,94.45,5.5
155,Vanuatu,2021-12,94.24,5.64
156,Vanuatu,2022-01,93.22,6.48
157,Vanuatu,2022-02,93.0,6.82
158,Vanuatu,2022-03,94.8,4.97
159,Vanuatu,2022-04,95.2,4.61
160,Vanuatu,2022-05,93.63,6.28
161,Vanuatu,2022-06,90.34,6.04
162,Vanuatu,2022-07,87.85,9.5
163,Vanuatu,2022-08,87.05,11.07
164,Vanuatu,2022-09,91.74,8.12
165,Vanuatu,2022-10,91.94,7.39
0,Venezuela Bolivarian Republic of,2009-01,0.0,43.08
1,Venezuela Bolivarian Republic of,2009-02,0.04,40.95
2,Venezuela Bolivarian Republic of,2009-03,0.03,48.07
3,Venezuela Bolivarian Republic of,2009-04,0.12,51.33
4,Venezuela Bolivarian Republic of,2009-05,0.03,42.19
5,Venezuela Bolivarian Republic of,2009-06,0.0,37.95
6,Venezuela Bolivarian Republic of,2009-07,0.03,34.48
7,Venezuela Bolivarian Republic of,2009-08,0.02,30.46
8,Venezuela Bolivarian Republic of,2009-09,0.02,34.68
9,Venezuela Bolivarian Republic of,2009-10,0.04,31.79
10,Venezuela Bolivarian Republic of,2009-11,0.03,27.66
11,Venezuela Bolivarian Republic of,2009-12,0.09,27.06
12,Venezuela Bolivarian Republic of,2010-01,0.07,24.17
13,Venezuela Bolivarian Republic of,2010-02,0.14,20.33
14,Venezuela Bolivarian Republic of,2010-03,0.48,22.85
15,Venezuela Bolivarian Republic of,2010-04,0.19,20.56
16,Venezuela Bolivarian Republic of,2010-05,0.83,20.68
17,Venezuela Bolivarian Republic of,2010-06,1.28,18.07
18,Venezuela Bolivarian Republic of,2010-07,1.56,15.13
19,Venezuela Bolivarian Republic of,2010-08,2.01,13.69
20,Venezuela Bolivarian Republic of,2010-09,2.52,12.81
21,Venezuela Bolivarian Republic of,2010-10,3.19,12.67
22,Venezuela Bolivarian Republic of,2010-11,3.2,10.97
23,Venezuela Bolivarian Republic of,2010-12,3.61,12.28
24,Venezuela Bolivarian Republic of,2011-01,4.74,11.4
25,Venezuela Bolivarian Republic of,2011-02,5.13,10.34
26,Venezuela Bolivarian Republic of,2011-03,6.58,11.21
27,Venezuela Bolivarian Republic of,2011-04,7.87,11.02
28,Venezuela Bolivarian Republic of,2011-05,10.62,10.34
29,Venezuela Bolivarian Republic of,2011-06,12.45,9.46
30,Venezuela Bolivarian Republic of,2011-07,13.64,9.43
31,Venezuela Bolivarian Republic of,2011-08,14.31,9.3
32,Venezuela Bolivarian Republic of,2011-09,14.04,11.81
33,Venezuela Bolivarian Republic of,2011-10,15.94,12.76
34,Venezuela Bolivarian Republic of,2011-11,16.97,13.58
35,Venezuela Bolivarian Republic of,2011-12,18.94,13.26
36,Venezuela Bolivarian Republic of,2012-01,20.75,16.86
37,Venezuela Bolivarian Republic of,2012-02,22.19,20.6
38,Venezuela Bolivarian Republic of,2012-03,20.8,16.82
39,Venezuela Bolivarian Republic of,2012-04,21.9,18.11
40,Venezuela Bolivarian Republic of,2012-05,22.48,19.58
41,Venezuela Bolivarian Republic of,2012-06,24.24,21.16
42,Venezuela Bolivarian Republic of,2012-07,24.81,22.34
43,Venezuela Bolivarian Republic of,2012-08,26.24,22.11
44,Venezuela Bolivarian Republic of,2012-09,28.04,23.1
45,Venezuela Bolivarian Republic of,2012-10,32.35,22.64
46,Venezuela Bolivarian Republic of,2012-11,35.31,20.94
47,Venezuela Bolivarian Republic of,2012-12,38.26,20.23
48,Venezuela Bolivarian Republic of,2013-01,39.21,20.94
49,Venezuela Bolivarian Republic of,2013-02,40.17,20.29
50,Venezuela Bolivarian Republic of,2013-03,41.86,19.82
51,Venezuela Bolivarian Republic of,2013-04,42.63,19.77
52,Venezuela Bolivarian Republic of,2013-05,44.69,19.07
53,Venezuela Bolivarian Republic of,2013-06,46.28,18.19
54,Venezuela Bolivarian Republic of,2013-07,47.31,17.64
55,Venezuela Bolivarian Republic of,2013-08,49.33,17.42
56,Venezuela Bolivarian Republic of,2013-09,51.22,18.15
57,Venezuela Bolivarian Republic of,2013-10,49.04,14.62
58,Venezuela Bolivarian Republic of,2013-11,51.62,16.8
59,Venezuela Bolivarian Republic of,2013-12,54.25,15.56
60,Venezuela Bolivarian Republic of,2014-01,55.6,16.6
61,Venezuela Bolivarian Republic of,2014-02,57.16,17.12
62,Venezuela Bolivarian Republic of,2014-03,60.78,17.01
63,Venezuela Bolivarian Republic of,2014-04,62.76,15.6
64,Venezuela Bolivarian Republic of,2014-05,64.07,15.19
65,Venezuela Bolivarian Republic of,2014-06,62.08,13.33
66,Venezuela Bolivarian Republic of,2014-07,63.48,13.5
67,Venezuela Bolivarian Republic of,2014-08,65.9,12.62
68,Venezuela Bolivarian Republic of,2014-09,67.5,11.98
69,Venezuela Bolivarian Republic of,2014-10,69.99,12.43
70,Venezuela Bolivarian Republic of,2014-11,70.26,12.08
71,Venezuela Bolivarian Republic of,2014-12,71.17,11.34
72,Venezuela Bolivarian Republic of,2015-01,72.97,10.9
73,Venezuela Bolivarian Republic of,2015-02,73.43,10.54
74,Venezuela Bolivarian Republic of,2015-03,72.79,9.48
75,Venezuela Bolivarian Republic of,2015-04,73.62,8.86
76,Venezuela Bolivarian Republic of,2015-05,74.95,8.33
77,Venezuela Bolivarian Republic of,2015-06,74.91,8.29
78,Venezuela Bolivarian Republic of,2015-07,75.26,7.79
79,Venezuela Bolivarian Republic of,2015-08,75.33,7.06
80,Venezuela Bolivarian Republic of,2015-09,74.21,7.27
81,Venezuela Bolivarian Republic of,2015-10,72.94,6.81
82,Venezuela Bolivarian Republic of,2015-11,73.2,7.77
83,Venezuela Bolivarian Republic of,2015-12,71.32,7.76
84,Venezuela Bolivarian Republic of,2016-01,71.16,8.03
85,Venezuela Bolivarian Republic of,2016-02,69.93,8.03
86,Venezuela Bolivarian Republic of,2016-03,71.64,8.12
87,Venezuela Bolivarian Republic of,2016-04,72.27,8.08
88,Venezuela Bolivarian Republic of,2016-05,73.76,9.44
89,Venezuela Bolivarian Republic of,2016-06,76.01,10.57
90,Venezuela Bolivarian Republic of,2016-07,77.54,9.97
91,Venezuela Bolivarian Republic of,2016-08,77.03,9.14
92,Venezuela Bolivarian Republic of,2016-09,75.26,8.43
93,Venezuela Bolivarian Republic of,2016-10,75.38,8.14
94,Venezuela Bolivarian Republic of,2016-11,76.37,7.65
95,Venezuela Bolivarian Republic of,2016-12,77.34,8.0
96,Venezuela Bolivarian Republic of,2017-01,78.64,8.19
97,Venezuela Bolivarian Republic of,2017-02,79.08,7.59
98,Venezuela Bolivarian Republic of,2017-03,78.37,8.17
99,Venezuela Bolivarian Republic of,2017-04,78.59,8.35
100,Venezuela Bolivarian Republic of,2017-05,78.81,9.1
101,Venezuela Bolivarian Republic of,2017-06,79.24,9.51
102,Venezuela Bolivarian Republic of,2017-07,80.06,9.96
103,Venezuela Bolivarian Republic of,2017-08,80.49,8.71
104,Venezuela Bolivarian Republic of,2017-09,83.15,6.8
105,Venezuela Bolivarian Republic of,2017-10,82.81,7.01
106,Venezuela Bolivarian Republic of,2017-11,82.75,8.0
107,Venezuela Bolivarian Republic of,2017-12,82.26,8.63
108,Venezuela Bolivarian Republic of,2018-01,83.34,8.13
109,Venezuela Bolivarian Republic of,2018-02,83.68,7.84
110,Venezuela Bolivarian Republic of,2018-03,85.81,7.33
111,Venezuela Bolivarian Republic of,2018-04,82.87,8.81
112,Venezuela Bolivarian Republic of,2018-05,82.83,9.38
113,Venezuela Bolivarian Republic of,2018-06,84.51,8.13
114,Venezuela Bolivarian Republic of,2018-07,83.89,8.97
115,Venezuela Bolivarian Republic of,2018-08,89.38,6.13
116,Venezuela Bolivarian Republic of,2018-09,88.33,6.43
117,Venezuela Bolivarian Republic of,2018-10,85.96,8.29
118,Venezuela Bolivarian Republic of,2018-11,83.5,9.52
119,Venezuela Bolivarian Republic of,2018-12,84.56,8.82
120,Venezuela Bolivarian Republic of,2019-01,85.36,8.28
121,Venezuela Bolivarian Republic of,2019-02,83.99,9.6
122,Venezuela Bolivarian Republic of,2019-03,86.35,8.19
123,Venezuela Bolivarian Republic of,2019-04,87.52,7.63
124,Venezuela Bolivarian Republic of,2019-05,88.28,7.46
125,Venezuela Bolivarian Republic of,2019-06,86.77,8.65
126,Venezuela Bolivarian Republic of,2019-07,88.76,7.26
127,Venezuela Bolivarian Republic of,2019-08,85.14,9.03
128,Venezuela Bolivarian Republic of,2019-09,86.93,8.73
129,Venezuela Bolivarian Republic of,2019-10,88.45,7.85
130,Venezuela Bolivarian Republic of,2019-11,87.48,8.93
131,Venezuela Bolivarian Republic of,2019-12,86.76,9.87
132,Venezuela Bolivarian Republic of,2020-01,90.04,7.72
133,Venezuela Bolivarian Republic of,2020-02,90.31,7.79
134,Venezuela Bolivarian Republic of,2020-03,89.99,8.95
135,Venezuela Bolivarian Republic of,2020-04,89.75,9.31
136,Venezuela Bolivarian Republic of,2020-05,89.08,10.01
137,Venezuela Bolivarian Republic of,2020-06,89.3,9.59
138,Venezuela Bolivarian Republic of,2020-07,89.77,9.23
139,Venezuela Bolivarian Republic of,2020-08,90.23,8.86
140,Venezuela Bolivarian Republic of,2020-09,90.66,8.44
141,Venezuela Bolivarian Republic of,2020-10,90.34,8.58
142,Venezuela Bolivarian Republic of,2020-11,90.89,7.7
143,Venezuela Bolivarian Republic of,2020-12,91.04,7.66
144,Venezuela Bolivarian Republic of,2021-01,91.96,7.14
145,Venezuela Bolivarian Republic of,2021-02,92.16,6.94
146,Venezuela Bolivarian Republic of,2021-03,91.87,7.23
147,Venezuela Bolivarian Republic of,2021-04,92.01,7.2
148,Venezuela Bolivarian Republic of,2021-05,92.67,6.48
149,Venezuela Bolivarian Republic of,2021-06,92.63,6.65
150,Venezuela Bolivarian Republic of,2021-07,92.49,6.85
151,Venezuela Bolivarian Republic of,2021-08,93.05,6.35
152,Venezuela Bolivarian Republic of,2021-09,92.95,6.5
153,Venezuela Bolivarian Republic of,2021-10,92.29,7.14
154,Venezuela Bolivarian Republic of,2021-11,92.79,6.66
155,Venezuela Bolivarian Republic of,2021-12,93.05,6.44
156,Venezuela Bolivarian Republic of,2022-01,93.37,6.14
157,Venezuela Bolivarian Republic of,2022-02,94.37,5.23
158,Venezuela Bolivarian Republic of,2022-03,94.24,5.37
159,Venezuela Bolivarian Republic of,2022-04,94.41,5.27
160,Venezuela Bolivarian Republic of,2022-05,93.76,5.94
161,Venezuela Bolivarian Republic of,2022-06,93.13,6.62
162,Venezuela Bolivarian Republic of,2022-07,93.34,6.42
163,Venezuela Bolivarian Republic of,2022-08,93.86,5.9
164,Venezuela Bolivarian Republic of,2022-09,93.93,5.78
165,Venezuela Bolivarian Republic of,2022-10,93.59,6.08
0,Viet Nam,2009-01,0.1,18.42
1,Viet Nam,2009-02,0.21,16.18
2,Viet Nam,2009-03,0.11,15.7
3,Viet Nam,2009-04,0.14,10.52
4,Viet Nam,2009-05,0.08,10.36
5,Viet Nam,2009-06,0.02,7.55
6,Viet Nam,2009-07,0.07,7.51
7,Viet Nam,2009-08,0.09,6.92
8,Viet Nam,2009-09,0.09,6.95
9,Viet Nam,2009-10,0.17,7.19
10,Viet Nam,2009-11,0.18,9.15
11,Viet Nam,2009-12,0.17,7.41
12,Viet Nam,2010-01,0.31,6.71
13,Viet Nam,2010-02,0.48,7.33
14,Viet Nam,2010-03,0.69,9.46
15,Viet Nam,2010-04,0.92,9.94
16,Viet Nam,2010-05,0.76,11.35
17,Viet Nam,2010-06,0.62,9.52
18,Viet Nam,2010-07,1.04,10.85
19,Viet Nam,2010-08,1.45,11.56
20,Viet Nam,2010-09,1.81,12.16
21,Viet Nam,2010-10,1.9,12.17
22,Viet Nam,2010-11,2.08,12.65
23,Viet Nam,2010-12,2.46,14.11
24,Viet Nam,2011-01,2.69,15.03
25,Viet Nam,2011-02,3.2,13.58
26,Viet Nam,2011-03,3.74,15.81
27,Viet Nam,2011-04,4.63,18.93
28,Viet Nam,2011-05,5.38,20.2
29,Viet Nam,2011-06,5.39,19.06
30,Viet Nam,2011-07,6.28,21.01
31,Viet Nam,2011-08,6.61,19.74
32,Viet Nam,2011-09,7.92,20.27
33,Viet Nam,2011-10,8.36,19.67
34,Viet Nam,2011-11,7.97,16.58
35,Viet Nam,2011-12,6.49,12.2
36,Viet Nam,2012-01,6.55,11.48
37,Viet Nam,2012-02,6.51,27.71
38,Viet Nam,2012-03,6.84,31.11
39,Viet Nam,2012-04,8.7,30.86
40,Viet Nam,2012-05,7.91,34.94
41,Viet Nam,2012-06,3.76,73.13
42,Viet Nam,2012-07,4.11,73.64
43,Viet Nam,2012-08,7.56,47.3
44,Viet Nam,2012-09,10.0,39.63
45,Viet Nam,2012-10,11.93,38.57
46,Viet Nam,2012-11,12.39,35.99
47,Viet Nam,2012-12,15.81,35.41
48,Viet Nam,2013-01,18.86,37.57
49,Viet Nam,2013-02,16.44,49.4
50,Viet Nam,2013-03,17.18,50.5
51,Viet Nam,2013-04,17.87,46.25
52,Viet Nam,2013-05,17.32,45.15
53,Viet Nam,2013-06,18.25,41.49
54,Viet Nam,2013-07,17.62,40.65
55,Viet Nam,2013-08,19.15,40.05
56,Viet Nam,2013-09,19.55,37.12
57,Viet Nam,2013-10,22.0,28.05
58,Viet Nam,2013-11,24.12,38.05
59,Viet Nam,2013-12,25.25,44.38
60,Viet Nam,2014-01,19.59,58.51
61,Viet Nam,2014-02,24.71,52.95
62,Viet Nam,2014-03,24.4,51.87
63,Viet Nam,2014-04,28.81,45.34
64,Viet Nam,2014-05,33.56,41.87
65,Viet Nam,2014-06,34.69,42.85
66,Viet Nam,2014-07,29.09,49.6
67,Viet Nam,2014-08,34.13,38.99
68,Viet Nam,2014-09,35.22,38.23
69,Viet Nam,2014-10,36.27,39.91
70,Viet Nam,2014-11,48.55,23.11
71,Viet Nam,2014-12,50.26,21.33
72,Viet Nam,2015-01,43.5,28.22
73,Viet Nam,2015-02,43.99,26.87
74,Viet Nam,2015-03,44.04,29.4
75,Viet Nam,2015-04,44.78,30.74
76,Viet Nam,2015-05,41.37,31.8
77,Viet Nam,2015-06,38.19,35.79
78,Viet Nam,2015-07,36.52,37.33
79,Viet Nam,2015-08,48.53,27.8
80,Viet Nam,2015-09,48.25,31.19
81,Viet Nam,2015-10,44.12,32.32
82,Viet Nam,2015-11,44.92,34.43
83,Viet Nam,2015-12,44.16,30.99
84,Viet Nam,2016-01,45.69,32.21
85,Viet Nam,2016-02,48.7,30.34
86,Viet Nam,2016-03,48.94,37.56
87,Viet Nam,2016-04,49.22,36.81
88,Viet Nam,2016-05,49.19,38.71
89,Viet Nam,2016-06,49.25,38.6
90,Viet Nam,2016-07,47.62,40.81
91,Viet Nam,2016-08,48.92,42.12
92,Viet Nam,2016-09,50.21,41.42
93,Viet Nam,2016-10,59.14,32.46
94,Viet Nam,2016-11,59.58,32.16
95,Viet Nam,2016-12,55.27,39.11
96,Viet Nam,2017-01,52.61,42.05
97,Viet Nam,2017-02,51.61,44.78
98,Viet Nam,2017-03,50.26,44.28
99,Viet Nam,2017-04,57.63,34.98
100,Viet Nam,2017-05,57.97,35.25
101,Viet Nam,2017-06,61.03,31.69
102,Viet Nam,2017-07,60.38,31.45
103,Viet Nam,2017-08,58.56,34.39
104,Viet Nam,2017-09,62.98,30.5
105,Viet Nam,2017-10,62.47,31.76
106,Viet Nam,2017-11,60.15,30.29
107,Viet Nam,2017-12,62.57,27.48
108,Viet Nam,2018-01,65.2,25.22
109,Viet Nam,2018-02,62.16,30.09
110,Viet Nam,2018-03,59.23,36.23
111,Viet Nam,2018-04,56.53,39.76
112,Viet Nam,2018-05,56.41,40.11
113,Viet Nam,2018-06,57.19,39.62
114,Viet Nam,2018-07,62.8,34.83
115,Viet Nam,2018-08,60.27,37.0
116,Viet Nam,2018-09,60.43,37.31
117,Viet Nam,2018-10,59.45,38.27
118,Viet Nam,2018-11,56.27,41.39
119,Viet Nam,2018-12,59.25,38.53
120,Viet Nam,2019-01,60.22,37.45
121,Viet Nam,2019-02,58.53,39.19
122,Viet Nam,2019-03,59.38,38.94
123,Viet Nam,2019-04,59.71,38.6
124,Viet Nam,2019-05,59.28,38.06
125,Viet Nam,2019-06,61.12,37.19
126,Viet Nam,2019-07,58.65,39.61
127,Viet Nam,2019-08,56.87,41.48
128,Viet Nam,2019-09,58.39,40.04
129,Viet Nam,2019-10,60.34,38.1
130,Viet Nam,2019-11,60.26,38.43
131,Viet Nam,2019-12,61.2,37.05
132,Viet Nam,2020-01,61.03,37.48
133,Viet Nam,2020-02,63.84,34.75
134,Viet Nam,2020-03,65.33,33.34
135,Viet Nam,2020-04,63.95,35.05
136,Viet Nam,2020-05,58.02,41.0
137,Viet Nam,2020-06,60.13,38.58
138,Viet Nam,2020-07,57.52,41.12
139,Viet Nam,2020-08,62.98,36.25
140,Viet Nam,2020-09,68.21,31.26
141,Viet Nam,2020-10,64.55,34.83
142,Viet Nam,2020-11,62.15,36.68
143,Viet Nam,2020-12,64.57,34.53
144,Viet Nam,2021-01,67.96,31.38
145,Viet Nam,2021-02,67.15,32.1
146,Viet Nam,2021-03,65.17,34.12
147,Viet Nam,2021-04,63.35,36.06
148,Viet Nam,2021-05,62.94,36.44
149,Viet Nam,2021-06,63.22,36.16
150,Viet Nam,2021-07,64.66,34.64
151,Viet Nam,2021-08,65.85,33.5
152,Viet Nam,2021-09,66.64,32.74
153,Viet Nam,2021-10,66.0,33.38
154,Viet Nam,2021-11,65.05,34.41
155,Viet Nam,2021-12,68.03,31.33
156,Viet Nam,2022-01,69.51,29.85
157,Viet Nam,2022-02,71.9,27.56
158,Viet Nam,2022-03,67.53,31.93
159,Viet Nam,2022-04,67.66,31.8
160,Viet Nam,2022-05,68.45,31.13
161,Viet Nam,2022-06,69.42,30.2
162,Viet Nam,2022-07,69.6,30.07
163,Viet Nam,2022-08,69.02,30.55
164,Viet Nam,2022-09,68.66,30.93
165,Viet Nam,2022-10,70.69,28.95
0,Virgin Islands British,2009-01,0.0,80.12
1,Virgin Islands British,2009-02,0.0,89.02
2,Virgin Islands British,2009-03,1.98,72.62
3,Virgin Islands British,2009-04,1.42,83.63
4,Virgin Islands British,2009-05,0.0,85.57
5,Virgin Islands British,2009-06,0.0,75.9
6,Virgin Islands British,2009-07,0.19,65.86
7,Virgin Islands British,2009-08,0.0,52.48
8,Virgin Islands British,2009-09,0.55,40.88
9,Virgin Islands British,2009-10,0.0,21.41
10,Virgin Islands British,2009-11,0.0,53.89
11,Virgin Islands British,2009-12,0.4,56.71
12,Virgin Islands British,2010-01,0.73,56.2
13,Virgin Islands British,2010-02,0.09,51.22
14,Virgin Islands British,2010-03,1.72,74.05
15,Virgin Islands British,2010-04,0.56,71.7
16,Virgin Islands British,2010-05,1.61,56.68
17,Virgin Islands British,2010-06,2.13,60.91
18,Virgin Islands British,2010-07,3.6,71.71
19,Virgin Islands British,2010-08,4.76,66.88
20,Virgin Islands British,2010-09,5.17,51.83
21,Virgin Islands British,2010-10,8.91,62.54
22,Virgin Islands British,2010-11,3.76,61.56
23,Virgin Islands British,2010-12,8.93,53.66
24,Virgin Islands British,2011-01,11.0,64.34
25,Virgin Islands British,2011-02,10.68,67.02
26,Virgin Islands British,2011-03,9.47,60.82
27,Virgin Islands British,2011-04,6.85,62.98
28,Virgin Islands British,2011-05,10.21,77.11
29,Virgin Islands British,2011-06,13.53,69.73
30,Virgin Islands British,2011-07,13.21,58.29
31,Virgin Islands British,2011-08,14.52,56.27
32,Virgin Islands British,2011-09,16.17,63.09
33,Virgin Islands British,2011-10,15.51,63.72
34,Virgin Islands British,2011-11,14.3,66.5
35,Virgin Islands British,2011-12,15.8,67.41
36,Virgin Islands British,2012-01,16.54,69.51
37,Virgin Islands British,2012-02,19.08,72.57
38,Virgin Islands British,2012-03,19.94,66.67
39,Virgin Islands British,2012-04,20.54,66.01
40,Virgin Islands British,2012-05,31.46,58.27
41,Virgin Islands British,2012-06,25.63,64.35
42,Virgin Islands British,2012-07,22.82,62.08
43,Virgin Islands British,2012-08,37.44,50.79
44,Virgin Islands British,2012-09,22.22,60.94
45,Virgin Islands British,2012-10,35.09,54.13
46,Virgin Islands British,2012-11,26.97,60.92
47,Virgin Islands British,2012-12,24.8,65.1
48,Virgin Islands British,2013-01,44.49,47.91
49,Virgin Islands British,2013-02,39.2,49.19
50,Virgin Islands British,2013-03,41.6,49.32
51,Virgin Islands British,2013-04,34.59,51.53
52,Virgin Islands British,2013-05,35.19,55.32
53,Virgin Islands British,2013-06,32.11,57.09
54,Virgin Islands British,2013-07,31.6,61.27
55,Virgin Islands British,2013-08,37.62,52.82
56,Virgin Islands British,2013-09,37.99,48.17
57,Virgin Islands British,2013-10,38.44,50.88
58,Virgin Islands British,2013-11,35.6,45.91
59,Virgin Islands British,2013-12,35.37,54.99
60,Virgin Islands British,2014-01,43.88,50.01
61,Virgin Islands British,2014-02,44.47,46.78
62,Virgin Islands British,2014-03,44.59,47.27
63,Virgin Islands British,2014-04,47.8,43.55
64,Virgin Islands British,2014-05,51.33,41.05
65,Virgin Islands British,2014-06,49.09,42.5
66,Virgin Islands British,2014-07,43.02,51.04
67,Virgin Islands British,2014-08,54.46,38.97
68,Virgin Islands British,2014-09,54.7,33.82
69,Virgin Islands British,2014-10,54.53,37.81
70,Virgin Islands British,2014-11,48.16,43.04
71,Virgin Islands British,2014-12,48.02,31.06
72,Virgin Islands British,2015-01,56.79,36.17
73,Virgin Islands British,2015-02,59.95,35.66
74,Virgin Islands British,2015-03,60.93,34.71
